time_s,signal
0.000000000000,0.000000000000
0.001953125000,1.106938756339
0.003906250000,1.770890875716
0.005859375000,1.727649361635
0.007812500000,0.997815113579
0.009765625000,-0.122834828439
0.011718750000,-1.184197207676
0.013671875000,-1.764145752267
0.015625000000,-1.637844165762
0.017578125000,-0.865585214500
0.019531250000,0.235439155751
0.021484375000,1.222404115282
0.023437500000,1.706447829564
0.025390625000,1.507163919792
0.027343750000,0.720091081110
0.029296875000,-0.328155571299
0.031250000000,-1.216350920708
0.033203125000,-1.599347242592
0.035156250000,-1.343250573109
0.037109375000,-0.571710616963
0.039062500000,0.392441724504
0.041015625000,1.163105767299
0.042968750000,1.446835051011
0.044921875000,1.155282723458
0.046875000000,0.430782386000
0.048828125000,-0.421351737402
0.050781250000,-1.062189835829
0.052734375000,-1.255137025344
0.054687500000,-0.953477203494
0.056640625000,-0.307033580157
0.058593750000,0.409930902600
0.060546875000,0.915621468826
0.062500000000,1.032387698697
0.064453125000,0.748535906412
0.066406250000,0.209042201945
0.068359375000,-0.355502203735
0.070312500000,-0.727825596881
0.072265625000,-0.788202264788
0.074218750000,-0.551067789799
0.076171875000,-0.143762630433
0.078125000000,0.257829052353
0.080078125000,0.505413267689
0.082031250000,0.533169425433
0.083984375000,0.371017332467
0.085937500000,0.116140302262
0.087890625000,-0.119145337123
0.089843750000,-0.256843106727
0.091796875000,-0.278292562966
0.093750000000,-0.217130362054
0.095703125000,-0.128836409683
0.097656250000,-0.055948934338
0.099609375000,-0.008017072968
0.101562500000,0.034409404262
0.103515625000,0.096486141070
0.105468750000,0.182077556461
0.107421875000,0.260720842793
0.109375000000,0.278404891296
0.111328125000,0.188378497993
0.113281250000,-0.014121005591
0.115234375000,-0.273638542539
0.117187500000,-0.486654077979
0.119140625000,-0.543226505813
0.121093750000,-0.381235677070
0.123046875000,-0.027236111350
