# x l P_ref P_forward P_backward_exp abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.5 45 -1.227185621438446e-01 -1.227185621438446e-01 -1.140486318723053e-03 1.387778780781446e-17 1.130862973406387e-16 1.215780758251215e-01 9.907064889060040e-01
0.5 46 -8.904085088677760e-02 -8.904085088677763e-02 1.394887044297669e+00 2.775557561562891e-17 3.117173223212152e-16 1.483927895184447e+00 1.666569760290562e+01
0.5 47 3.201392111450407e-02 3.201392111450406e-02 1.381164041074529e+00 1.387778780781446e-17 4.334922847525557e-16 1.349150119960025e+00 4.214260774662763e+01
0.5 48 1.188662759295311e-01 1.188662759295311e-01 9.500181052018715e-04 2.775557561562891e-17 2.335025254100128e-16 1.179162578243292e-01 9.920076733474422e-01
0.5 49 8.629277896094001e-02 8.629277896094005e-02 -1.352036695785206e+00 4.163336342344337e-17 4.824663653755838e-16 1.438329474746146e+00 1.666801662972517e+01
0.5 50 -3.105909923960982e-02 -3.105909923960981e-02 -1.339447346570452e+00 1.040834085586084e-17 3.351140603133472e-16 1.308388247330842e+00 4.212576279940046e+01


0.9 0 1.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.9 1 9.000000000000000e-01 9.000000000000000e-01 8.116514836583086e-01 0.000000000000000e+00 0.000000000000000e+00 8.834851634169139e-02 9.816501815743486e-02
0.9 2 7.150000000000001e-01 7.150000000000001e-01 5.957295029387168e-01 0.000000000000000e+00 0.000000000000000e+00 1.192704970612832e-01 1.668118840017947e-01
0.9 3 4.725000000000001e-01 4.725000000000001e-01 3.524932653025361e-01 0.000000000000000e+00 0.000000000000000e+00 1.200067346974640e-01 2.539825072962200e-01
0.9 4 2.079375000000001e-01 2.079375000000000e-01 1.083797656474567e-01 1.387778780781446e-16 6.674018783439470e-16 9.955773435254341e-02 4.787868198499229e-01
0.9 5 -4.114124999999986e-02 -4.114125000000009e-02 -1.064193918931490e-01 2.289834988289385e-16 5.565788565708123e-15 6.527814189314912e-02 1.586683484170980e+00
0.9 6 -2.411643124999999e-01 -2.411643125000001e-01 -2.659084679965764e-01 2.498001805406602e-16 1.035809062921200e-15 2.474415549657655e-02 1.026028902869970e-01
0.9 7 -3.678249937499999e-01 -3.678249937500002e-01 -3.532303891715786e-01 2.220446049250313e-16 6.036691597851250e-16 1.459460457842132e-02 3.967812091731008e-02
0.9 8 -4.096859035156250e-01 -4.096859035156252e-01 -3.634063722300346e-01 1.665334536937735e-16 4.064905632942337e-16 4.627953128559037e-02 1.129634456261571e-01
