time_s,x1_m,x2_m
0.000000000000,0.100000000000,0.000000000000
0.125000000000,0.044551311557,0.018864008538
0.250000000000,-0.053186596696,0.033616653119
0.375000000000,-0.079259067844,-0.008976937013
0.500000000000,-0.020822131952,-0.071518214326
0.625000000000,0.033723598229,-0.062603445665
0.750000000000,0.027251703844,0.028460147080
0.875000000000,0.001295833583,0.098243711080
1.000000000000,0.010968321944,0.059566468838
1.125000000000,0.030950476744,-0.041030294729
1.250000000000,0.001129448257,-0.084448536764
1.375000000000,-0.061804867241,-0.033789448145
1.500000000000,-0.068947295206,0.031023501560
1.625000000000,0.012075570677,0.035419754483
1.750000000000,0.093070116785,0.005092301863
1.875000000000,0.072773569295,0.004231129514
2.000000000000,-0.026630636550,0.026133770354
2.125000000000,-0.086642411933,0.009007534498
2.250000000000,-0.047171660974,-0.050796284897
2.375000000000,0.025446793893,-0.072065289371
2.500000000000,0.042656617187,-0.003815207527
2.625000000000,0.011121968554,0.084759335497
2.750000000000,-0.000768635059,0.083534097128
2.875000000000,0.019708915999,-0.010618254676
3.000000000000,0.014323739520,-0.085559457684
3.125000000000,-0.039225975221,-0.060213403497
3.250000000000,-0.071992435806,0.017108553345
3.375000000000,-0.018466455655,0.048296254943
3.500000000000,0.073759558971,0.018957648935
3.625000000000,0.091340502736,-0.003576473683
3.750000000000,0.006277892229,0.012316579742
3.875000000000,-0.081099935083,0.016919393826
4.000000000000,-0.072156709938,-0.027838353396
4.125000000000,0.006303555299,-0.068947393026
4.250000000000,0.051760859030,-0.031217376070
4.375000000000,0.028039030732,0.060660237989
4.500000000000,-0.003891442476,0.095845809877
4.625000000000,0.004654315504,0.023272728600
4.750000000000,0.016818898960,-0.073353217579
4.875000000000,-0.017342949746,-0.082286932607
5.000000000000,-0.063317150296,-0.006509748695
5.125000000000,-0.041530291314,0.052598270704
5.250000000000,0.046156855999,0.037707632134
5.375000000000,0.096883602932,-0.001585715115
5.500000000000,0.039570716672,-0.002568283641
5.625000000000,-0.062594019147,0.014226553992
5.750000000000,-0.089976233084,-0.008370965671
5.875000000000,-0.020735363918,-0.055631552719
6.000000000000,0.050511798505,-0.049021248965
6.125000000000,0.047247956140,0.031009434051
6.250000000000,0.003286614076,0.094477185387
6.375000000000,-0.008675128223,0.054412190720
6.500000000000,0.009512259909,-0.049267450237
6.625000000000,-0.001436830519,-0.094721994411
6.750000000000,-0.046529243911,-0.035674419012
6.875000000000,-0.053481197473,0.045380590491
7.000000000000,0.015997291049,0.055932320220
7.125000000000,0.088837359040,0.010492034431
7.250000000000,0.067117562804,-0.013067068478
7.375000000000,-0.033963796001,0.003186990478
7.500000000000,-0.096177807928,0.003092894090
7.625000000000,-0.050566266035,-0.036717120573
7.750000000000,0.037269297248,-0.054886461402
7.875000000000,0.063066614056,0.001872810521
8.000000000000,0.019631284247,0.080348967865
8.125000000000,-0.015260552730,0.077126721937
8.250000000000,-0.004130454129,-0.017384539549
8.375000000000,0.005021367984,-0.094175141451
8.500000000000,-0.026925788745,-0.064633519212
8.625000000000,-0.053397897479,0.026426414531
8.750000000000,-0.010682976523,0.068034180040
8.875000000000,0.069547032425,0.030163349134
9.000000000000,0.084031240469,-0.014919128744
9.125000000000,-0.000301684454,-0.011753363391
9.250000000000,-0.088734360500,0.004332754374
9.375000000000,-0.077128296082,-0.017863753446
9.500000000000,0.013271385795,-0.049348804204
9.625000000000,0.070335123909,-0.021100295057
9.750000000000,0.041438331553,0.057083935504
9.875000000000,-0.011875846851,0.087597440034
10.000000000000,-0.018971245468,0.016487159762
10.125000000000,0.001192248194,-0.080064423225
10.250000000000,-0.010173149257,-0.087376849558
10.375000000000,-0.043222343919,-0.001628769044
10.500000000000,-0.028953595441,0.069618640608
10.625000000000,0.043689663591,0.052737186511
10.750000000000,0.087778926759,-0.006145180619
10.875000000000,0.032205207902,-0.025095455216
11.000000000000,-0.068551259615,-0.004065141719
11.125000000000,-0.094819875961,-0.004389723427
11.250000000000,-0.017591892588,-0.035619876098
11.375000000000,0.065706365580,-0.033985593027
11.500000000000,0.063315897510,0.030127530102
11.625000000000,0.002076279400,0.084717845517
11.750000000000,-0.029503515000,0.046141631616
11.875000000000,-0.010956362379,-0.054735532755
12.000000000000,-0.000909522175,-0.099046045610
12.125000000000,-0.027222154802,-0.033860236570
12.250000000000,-0.036120927931,0.058605307732
12.375000000000,0.017148081009,0.072451393245
12.500000000000,0.078734792192,0.012420414827
12.625000000000,0.057692660535,-0.031679402207
12.750000000000,-0.039281128728,-0.018881296258
12.875000000000,-0.099816715615,0.000035681298
13.000000000000,-0.049644721289,-0.018745778310
13.125000000000,0.048509556553,-0.035468630677
13.250000000000,0.079486397742,0.005443991676
13.375000000000,0.024368818784,0.070308011972
